Name,Country,Region,Winery,Rating,Price,Year,is_red_wine,is_white_wine,is_rose_wine
Bordeaux 2019,France,Bordeaux,Château Roc de Levraut,3.7,6.5,2019,1,0,0
Garnacha de Arrayán 2015,Spain,Castilla y León,Arrayán,3.8,21.9,2015,1,0,0
Valpolicella Superiore 2017,Italy,Valpolicella,Torre d'Orti,4.0,22.0,2017,1,0,0
Pinotage 2015,South Africa,Paarl,Windmeul Kelder Cellar,3.7,8.5,2015,1,0,0
Lu Patri Nero d'Avola 2016,Italy,Sicilia,Baglio del Cristo di Campobello,4.1,21.63,2016,1,0,0
Montsant Auditori 2016,Spain,Montsant,Acustic Celler,4.2,45.0,2016,1,0,0
Domaine de Saint Pierre Cornas 2016,France,Cornas,Paul Jaboulet Aîné,4.0,81.58,2016,1,0,0
Vorderer Winklerberg Ihringen Spätburgunder GG 2015,Germany,Baden,Dr. Heger,4.1,50.0,2015,1,0,0
Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,La Sergue,4.0,27.29,2014,1,0,0
Basson Pinotage 2014,South Africa,Swartland,Cape of Good Hope,3.7,22.99,2014,1,0,0
Cenit 2013,Chile,Colchagua Valley,Caliterra,4.3,36.56,2013,1,0,0
Rouge 2017,France,Gard,Roc d'Anglade,4.0,38.89,2017,1,0,0
Barbera d'Alba Ciabot du Re 2010,Italy,Barbera d'Alba,Fratelli Revello,4.2,34.02,2010,1,0,0
Granato 2017,Italy,Vigneti delle Dolomiti,Foradori,3.8,45.84,2017,1,0,0
Bela Rex 2017,Austria,Mittelburgenland,Gesellmann,4.0,36.9,2017,1,0,0
Tilenus Envejecido en Roble Bierzo Mencia 2010,Spain,Bierzo,Estefanía,3.4,12.79,2010,1,0,0
Coppaia Chianti Colli Senesi 2014,Italy,Chianti Colli Senesi,Fattoria Casabianca,3.0,6.15,2014,1,0,0
Tempranillo 2016,Spain,Rioja,Roca Morino,3.2,5.75,2016,1,0,0
И 2017,Spain,Ribera del Duero,Baden Numen,4.1,17.06,2017,1,0,0
Sannazzaro Rosso del Molise 2016,Italy,Molise,Campi Valerio,4.0,16.08,2016,1,0,0
In Signo Leonis 2015,Austria,Burgenland,Heribert Bayer,4.2,35.09,2015,1,0,0
Kellermeister Privat Blauer Zweigelt Trocken 2018,Austria,Kremstal,Winzer Krems,3.9,9.99,2018,1,0,0
L'Ermita Velles Vinyes Priorat 2008,Spain,Priorat,Álvaro Palacios,4.8,672.6,2008,1,0,0
L'Hospitalet de Gazin Pomerol 2017,France,Pomerol,Château Gazin,3.9,36.56,2017,1,0,0
Cabernet Sauvignon 2018,Chile,Central Valley,Sierra Noble,3.8,4.25,2018,1,0,0
Grande Réserve 2017,France,Pays d'Oc,Devalbert,3.6,7.44,2017,1,0,0
Cabernet Sauvignon 2017,United States,Monterey,Craftwork,4.2,14.73,2017,1,0,0
Gran Reserva 1992,Spain,Ribera del Duero,Tinto Pesquera,4.0,95.29,1992,1,0,0
Rudhir Montepulciano d'Abruzzo 2015,Italy,Montepulciano d'Abruzzo,Jasci & Marchesani,4.1,17.95,2015,1,0,0
Pagliareto Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Lunadoro,4.0,16.9,2016,1,0,0
Villányi Portugieser Nagytótfalu 2014,Hungary,Villány,Hummel,3.5,13.9,2014,1,0,0
Caselle Chianti Superiore 2016,Italy,Chianti,Montellori,3.7,12.25,2016,1,0,0
Clos Alzina Vinyes Velles (Old Vines) 2015,Spain,Priorat,Costers del Priorat,4.0,37.99,2015,1,0,0
Cabernet Franc 2016,Italy,Maremma Toscana,Poggio Argentiera,4.0,26.5,2016,1,0,0
Naturel 2018,Spain,Valencia,Los Frailes,3.6,10.95,2018,1,0,0
Sancerre Belle Dame 2016,France,Sancerre,Domaine Vacheron,4.2,49.9,2016,1,0,0
Castillo de Enguera Reserva 2015,Spain,Valencia,Finca Enguera,3.7,8.95,2015,1,0,0
Rebus Ruchè di Castagnole Monferrato 2016,Italy,Ruchè,Vinchio - Vaglio Serra,3.4,10.4,2016,1,0,0
Schafleiten St. Laurent 2013,Austria,Burgenland,Judith Beck,3.8,22.5,2013,1,0,0
Merlot 2018,Italy,Veneto,Castelforte,4.0,5.9,2018,1,0,0
Vino Nobile di Montepulciano 2014,Italy,Vino Nobile di Montepulciano,Boscarelli,3.9,20.9,2014,1,0,0
Gerações Colheita Seleccionada 2014,Portugal,Alentejano,Herdade Grande,4.0,14.9,2014,1,0,0
Lagrein 2017,Italy,Südtirol - Alto Adige,Peter Sölva,4.1,13.5,2017,1,0,0
Bussia Barolo 2015,Italy,Barolo,Ceretto,4.3,116.0,2015,1,0,0
Haut-Médoc 2014,France,Haut-Médoc,Château d'Aurilhac,3.7,12.9,2014,1,0,0
The Work of Time 2014,South Africa,Robertson,Springfield Estate,4.1,22.5,2014,1,0,0
Costa Russi (Barbaresco) Langhe 2016,Italy,Langhe,Gaja,4.5,484.03,2016,1,0,0
Private Collection Cabernet Sauvignon 2015,South Africa,Stellenbosch,Saxenburg,3.8,18.9,2015,1,0,0
Valdehermoso Roble 2018,Spain,Ribera del Duero,Valderiz,3.7,8.95,2018,1,0,0
Terroir du Trias Bandol Rouge 2004,France,Bandol,Domaine de Terrebrune,4.1,79.9,2004,1,0,0
Negroamaro del Salento 2017,Italy,Salento,Cantine Lizzano,3.7,5.95,2017,1,0,0
Pomerol 2015,France,Pomerol,Château l'Eglise-Clinet,4.6,333.5,2015,1,0,0
Nero d'Avola 2015,Italy,Terre Siciliane,Maree d'Ione,3.9,5.95,2015,1,0,0
Reserva 2015,Spain,Rioja,Hacienda Grimon,4.0,17.5,2015,1,0,0
Solar de Libano Reserva 2014,Spain,Rioja,Bodegas Castillo de Sajazarra,3.6,13.9,2014,1,0,0
Naiv Kleine Fabrik Portugieser 2016,Germany,Rheinhessen,Michael Teschke,3.9,9.5,2016,1,0,0
Cannonau di Sardegna 2018,Italy,Cannonau di Sardegna,Antonella Corda,4.0,16.46,2018,1,0,0
Manteo Red Blend 2015,United States,Sonoma County,Virginia Dare,3.9,25.57,2015,1,0,0
Estate Malbec 2018,Argentina,Mendoza,Kaiken,3.7,7.3,2018,1,0,0
Garnacha de Fuego 2018,Spain,Calatayud,Breca,3.5,8.95,2018,1,0,0
Shiraz (1685 Series) 2017,South Africa,Coastal Region,Boschendal,3.9,16.85,2017,1,0,0
Brunello di Montalcino Montosoli 2013,Italy,Brunello di Montalcino,Altesino,4.4,63.92,2013,1,0,0
Cellar Selection Pinot Noir 2018,New Zealand,Marlborough,Villa Maria,3.9,15.89,2018,1,0,0
Baccarossa 2017,Italy,Lazio,Poggio le Volpi,4.0,15.9,2017,1,0,0
Cuvée du Vatican Réserve de l’Abbé Côtes du Rhône 2018,France,Côtes-du-Rhône,Château Sixtine,3.8,10.2,2018,1,0,0
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château La Couspaude,4.2,66.95,2005,1,0,0
Gevrey Chambertin 2014,France,Gevrey-Chambertin,Louis Jadot,3.8,57.22,2014,1,0,0
Margaux (Grand Cru Classé) 2016,France,Margaux,Château Prieuré-Lichine,4.1,49.95,2016,1,0,0
Shiraz Short Row 2016,Australia,McLaren Vale,Fox Creek,3.7,23.5,2016,1,0,0
Pinot Noir 2017,South Africa,Stellenbosch,Meerlust,3.8,23.29,2017,1,0,0
Cabernet Sauvignon 2017,South Africa,Franschhoek,La Motte Wine Estate,3.6,14.9,2017,1,0,0
Valley Oaks Zinfandel 2018,United States,California,Fetzer,4.1,8.79,2018,1,0,0
Aglianico Rubrato 2018,Italy,Irpinia,Feudi di San Gregorio,3.5,10.94,2018,1,0,0
Pomerol 2005,France,Pomerol,Château Beauregard,4.3,69.95,2005,1,0,0
Pinot Noir 2016,New Zealand,Marlborough,Greywacke,4.0,29.5,2016,1,0,0
Nebbiolo d’alba 2015,Italy,Piemonte,Bruno Giacosa,3.8,29.0,2015,1,0,0
Rioja Reserva 2012,Spain,Rioja,Marqués de Cáceres,3.8,13.95,2012,1,0,0
Eagle Peak Merlot 2016,United States,California,Fetzer,3.5,8.9,2016,1,0,0
Amarone della Valpolicella 2013,Italy,Amarone della Valpolicella,Corte Giona,3.9,23.39,2013,1,0,0
Reserva 2012,Spain,Rioja,Montecillo,3.8,13.48,2012,1,0,0
Pasionado Cuatro Cepas 2013,Argentina,Gualtallary,Andeluna,4.1,31.1,2013,1,0,0
Toscana Grifi 2012,Italy,Toscana,Avignonesi,4.0,55.15,2012,1,0,0
Rouge (Gaston Hochar) 2011,Lebanon,Bekaa Valley,Château Musar,4.2,46.3,2011,1,0,0
Shiraz 2016,Australia,South Australia,Oxford Landing,3.5,8.78,2016,1,0,0
Pinot Noir 2018,United States,Los Carneros,Black Stallion,3.9,31.57,2018,1,0,0
Hillcot Merlot 2016,Australia,Barossa,Grant Burge,3.8,16.76,2016,1,0,0
Vintners Blend Old Vine Zinfandel 2017,United States,California,Ravenswood,3.2,9.49,2017,1,0,0
Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Château de Beaucastel,4.3,73.11,2017,1,0,0
12 Meses en Barrica Tempranillo 2015,Spain,Ribera del Duero,Yllera,3.7,8.99,2015,1,0,0
Cabernet Sauvignon 2016,Israel,Galilee,Yarden,4.1,25.5,2016,1,0,0
La Groletta Valpolicella Ripasso 2016,Italy,Valpolicella Ripasso,Corte Giara,3.9,13.16,2016,1,0,0
Palmenti Primitivo di Manduria Vigne Vecchie 2015,Italy,Primitivo di Manduria,Masseria Pietrosa,4.2,50.69,2015,1,0,0
HANDS OF TIME Red 2017,United States,Napa Valley,Stag's Leap Wine Cellars,4.1,39.5,2017,1,0,0
Poggio alle Mura Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Banfi,4.1,38.89,2015,1,0,0
Saboteur 2016,South Africa,Western Cape,Luddite,4.1,22.9,2016,1,0,0
Bramasole Syrah 2015,Italy,Cortona,La Braccesca,4.4,46.0,2015,1,0,0
Cabernet Sauvignon Riserva Campaner 2016,Italy,Trentino-Alto Adige,Cantina Kaltern,4.0,14.72,2016,1,0,0
Maestro 2015,United States,Napa Valley,Robert Mondavi,4.2,56.54,2015,1,0,0
Tannat (Grande Vindima) 2010,Brazil,Encruzilhada do Sul,Lidio Carraro,4.0,73.06,2010,1,0,0
Chianti Classico 2015,Italy,Chianti Classico,Rocca di Montegrossi,3.8,14.95,2015,1,0,0
Spezie Barbaresco Riserva 2008,Italy,Barbaresco,Vite Colte,4.0,26.9,2008,1,0,0
Crozes-Hermitage Rouge 2017,France,Crozes-Hermitage,Maison les Alexandrins,3.8,17.95,2017,1,0,0
Cabernet Sauvignon 50 Years 2016,United States,Columbia Valley,Chateau Ste. Michelle,3.9,14.0,2016,1,0,0
Capitel Nicalò Valpolicella Superiore 2016,Italy,Valpolicella,Tedeschi,3.8,11.9,2016,1,0,0
Bandol Rouge 2011,France,Bandol,Gros' Noré,4.1,49.9,2011,1,0,0
Médoc 2010,France,Médoc,Château d'Escurac,3.8,18.42,2010,1,0,0
Bordeaux Rouge 2015,France,Bordeaux,Château d'Haurets,3.7,8.25,2015,1,0,0
Lyndenhurst Cabernet Sauvignon 2014,United States,St. Helena,Spottswoode,4.2,75.0,2014,1,0,0
Cabernet Franc 2012,Argentina,Patagonia,Bodega del Fin del Mundo,4.1,31.59,2012,1,0,0
Rouge (Gaston Hochar) 2004,Lebanon,Bekaa Valley,Château Musar,4.2,37.92,2004,1,0,0
Ribera del Duero Tinto 2015,Spain,Ribera del Duero,Cepa 21,3.9,16.9,2015,1,0,0
Jungano Aglianico Paestum 2017,Italy,Paestum,San Salvatore,4.2,20.93,2017,1,0,0
Silver Series Shiraz 2017,Australia,South Eastern Australia,Tempus Two,3.6,8.41,2017,1,0,0
Rocca dei Mori Briacò Primitivo Salento Rosso 2016,Italy,Salento,Apollonio,3.8,7.9,2016,1,0,0
Countacc! 2015,Italy,Monferrato,Michele Chiarlo,3.7,24.86,2015,1,0,0
Pessac-Léognan (Premier Grand Cru Classé) 2010,France,Pessac-Léognan,Château Haut-Brion,4.6,1197.9,2010,1,0,0
Pessac-Léognan 2014,France,Pessac-Léognan,Château Haut-Bailly,4.1,82.37,2014,1,0,0
Director's Cut Pinot Noir 2017,United States,Russian River Valley,Francis Ford Coppola,3.8,36.83,2017,1,0,0
Palpite Reserva 2016,Portugal,Alentejano,Fitapreta,4.2,18.52,2016,1,0,0
Tanca Farra Alghero 2015,Italy,Alghero,Sella & Mosca,3.8,15.23,2015,1,0,0
Baron de Charette Monopole Bourgogne Pinot Noir 2017,France,Bourgogne,Château de Dracy,3.7,15.5,2017,1,0,0
Dolcetto d’Alba 2017,Italy,Piemonte,Bruno Giacosa,3.8,15.42,2017,1,0,0
Saint-Julien (Grand Cru Classé) 2000,France,Saint-Julien,Château Langoa Barton,4.2,94.95,2000,1,0,0
Podere Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Umani Ronchi,3.7,4.7,2018,1,0,0
Benchmark Shiraz 2018,Australia,South Australia,Grant Burge,3.3,6.95,2018,1,0,0
Pactio Toscana Rosso 2014,Italy,Toscana,Fertuna,3.4,9.65,2014,1,0,0
Margaux 2009,France,Margaux,Château Siran,3.9,22.37,2009,1,0,0
Haut-Médoc 2015,France,Haut-Médoc,Château Fontesteau,3.9,16.9,2015,1,0,0
Red Mountain 2016,United States,Red Mountain,Hedges Family Estate,4.1,39.79,2016,1,0,0
Ventoux 2017,France,Ventoux,Famille Perrin,3.5,7.45,2017,1,0,0
Ser Gioveto Toscana 2008,Italy,Toscana,Rocca delle Macìe,4.1,28.09,2008,1,0,0
Old Bush Vine Grenache (Samuel's Garden Collection) 2018,Australia,Barossa,Yalumba,3.8,17.5,2018,1,0,0
Atrium Merlot 2017,Spain,Penedès,Torres,4.0,11.99,2017,1,0,0
Rioja Tempranillo 2015,Spain,Rioja,Marqués de la Concordia,3.6,8.69,2015,1,0,0
Amarone della Valpolicella Conte di Valle Riserva 2011,Italy,Amarone della Valpolicella,Palazzo Maffei,4.1,49.0,2011,1,0,0
Malbec 2014,Argentina,Mendoza,Catena Alta,4.3,44.62,2014,1,0,0
Wild Slopes CGM Red 2018,Chile,Aconcagua,Outer Limits,4.0,20.49,2018,1,0,0
Fossati Barolo 2015,Italy,Barolo,Enzo Boglietti,4.0,72.62,2015,1,0,0
Cos d'Estournel 2017,France,Saint-Estèphe,Cos d'Estournel,4.2,193.99,2017,1,0,0
Pannobile Red 2017,Austria,Burgenland,Paul Achs,3.8,26.81,2017,1,0,0
Gilusia Syrah 2018,Italy,Terre Siciliane,Tenuta Rapitalà,3.6,7.7,2018,1,0,0
Annonce Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Belair-Monange,3.9,60.44,2016,1,0,0
Le Retour Rouge 2015,France,Ventoux,Domaine Le Mur-Mur-Ium,3.7,8.57,2015,1,0,0
Châteauneuf-du-Pape 2001,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,66.95,2001,1,0,0
The Hidden Syrah 2016,United States,Wahluke Slope,K Vintners,4.3,89.47,2016,1,0,0
Primitivo 2017,Italy,Primitivo di Manduria,Palazzo Malgara,3.7,8.11,2017,1,0,0
Crianza 2016,Spain,Rioja,Bodegas Aradon,3.8,6.7,2016,1,0,0
Tazzelenghe 2011,Italy,Colli Orientali del Friuli,Conte d'Attimis Maniago,4.0,24.01,2011,1,0,0
Fläscher Pinot Noir 2018,Switzerland,Graubünden,Hansruedi Adank,3.5,27.78,2018,1,0,0
Castrum 2014,Italy,Rosso Veronese,Paolo Cottini,4.0,25.9,2014,1,0,0
The Journeyman 2015,South Africa,Franschhoek,Boekenhoutskloof,4.5,110.75,2015,1,0,0
Zweigelt 2016,Austria,Burgenland,Claus Preisinger,3.7,30.73,2016,1,0,0
Sudisfà Roero Riserva 2016,Italy,Roero,Negro Angelo,4.2,32.9,2016,1,0,0
Rust Blaufränkisch Ried Mariental Trocken 2016,Austria,Burgenland,Ernst Triebaumer,4.3,56.95,2016,1,0,0
La Séductrice 2018,France,Malepère,La Louvière,3.7,14.89,2018,1,0,0
Cabernet Sauvignon - Merlot 2017,South Africa,Western Cape,Capaia,3.7,9.36,2017,1,0,0
Jock McPherson Cabernet Sauvignon 2018,Australia,South Eastern Australia,McPherson,3.7,7.6,2018,1,0,0
Merlot Private Reserve 2010,Chile,Maule Valley,Aromo,3.1,12.19,2010,1,0,0
Vougeot 1er Cru 'Les Petits Vougeots' 2013,France,Vougeot 1er Cru 'Les Petits Vougeots',Hudelot-Noëllat,4.1,77.5,2013,1,0,0
Rotburger Im Fluss 2017,Austria,Burgenland,Weninger,3.8,8.24,2017,1,0,0
Côte-Rôtie 2005,France,Côte-Rôtie,Tardieu-Laurent,4.4,89.95,2005,1,0,0
Les Beaux Monts Vosne-Romanée 1er Cru 2013,France,Vosne-Romanée 1er Cru 'Les Beaux Monts',Michel Noëllat,4.2,92.12,2013,1,0,0
Les Grézeaux Chinon 2018,France,Chinon,Bernard Baudry,3.7,17.06,2018,1,0,0
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Zevenwacht,3.9,11.49,2016,1,0,0
Pomerol by Clinet 2016,France,Pomerol,Château Clinet,3.6,43.83,2016,1,0,0
Spätburgunder Trocken 2017,Germany,Mosel,Regnery,3.7,9.5,2017,1,0,0
Hereford Tinto 2018,Argentina,Mendoza,Bodegas la Rosa,3.2,5.16,2018,1,0,0
Marche Rosso 2015,Italy,Marche,Roberto Lucarelli,2.6,11.5,2015,1,0,0
Le Lac-aux-Cochons Cahors 2015,France,Cahors,Château Combel La Serre,3.7,28.47,2015,1,0,0
Asili Barbaresco 2014,Italy,Barbaresco,Cascina Luisin,3.7,38.5,2014,1,0,0
Ja-Mocha Pinotage 2018,South Africa,Western Cape,Simonsvlei,3.6,11.5,2018,1,0,0
Touriga Nacional 2015,Portugal,Alentejano,Cortes de Cima,4.2,34.12,2015,1,0,0
GG Eichberg Spätburgunder 2013,Germany,Baden,Salwey,3.9,36.5,2013,1,0,0
Touriga Nacional Alentejano 2017,Portugal,Alentejano,Terra d'Alter,3.8,7.45,2017,1,0,0
Château Marojallia Margaux 2015,France,Margaux,Domaines Philippe Porcheron,3.9,59.95,2015,1,0,0
Quetton Saint-Georges 2014,France,Saint-Georges d’Orques,Château de l'Engarran,4.3,21.5,2014,1,0,0
Barolo Castellero 2011,Italy,Barolo,Giacomo Fenocchio,4.0,34.82,2011,1,0,0
Sotanum 2007,France,Collines Rhodaniennes,Les Vins de Vienne - Cuilleron-Gaillard-Villard,4.3,38.01,2007,1,0,0
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Le Ragnaie,4.3,57.72,2015,1,0,0
Blaufränkisch 2017,Austria,Burgenland,Umathum,3.6,10.93,2017,1,0,0
Winklerberg Spätburgunder GG 2011,Germany,Baden,Dr. Heger,4.0,55.0,2011,1,0,0
Les Bousselots Nuits-Saint-Georges 1er Cru 2013,France,Nuits-Saint-Georges Premier Cru,Domaine Robert Chevillon,4.3,86.62,2013,1,0,0
Pomerol 2016,France,Pomerol,Clos Plince,3.9,54.73,2016,1,0,0
Cabernet Sauvignon 2015,Italy,Colli Orientali del Friuli,Torre Rosazza,3.7,13.37,2015,1,0,0
Matilda Plains Cabernet - Shiraz 2017,Australia,Langhorne Creek,Bremerton,3.9,9.55,2017,1,0,0
Pinot Noir 2015,Austria,Niederösterreich,Loimer,3.6,13.8,2015,1,0,0
Vinhas Velhas Tinto 2017,Portugal,Alentejano,Quinta do Paral,4.6,29.99,2017,1,0,0
Cabernet Sauvignon 2015,Argentina,Mendoza,Terrazas de los Andes,3.7,20.19,2015,1,0,0
Gago G 2016,Spain,Toro,Telmo Rodriguez,3.8,16.95,2016,1,0,0
Raut Lagrein 2018,Italy,Südtirol - Alto Adige,Peter Zemmer,3.6,10.23,2018,1,0,0
Mazis-Chambertin Grand Cru 2008,France,Mazis-Chambertin Grand Cru,Domaine Tortochot,4.5,185.95,2008,1,0,0
Creative Block 5 2017,South Africa,Stellenbosch,Spier,3.9,16.95,2017,1,0,0
Assmannshäuser Höllenberg Spätburgunder Trocken 2016,Germany,Rheingau,Allendorf,3.0,31.53,2016,1,0,0
Parel Vallei Farmstead Merlot 2012,South Africa,Stellenbosch,Cape of Good Hope,4.2,33.89,2012,1,0,0
Falletto Barolo 2015,Italy,Barolo,Bruno Giacosa,4.3,173.63,2015,1,0,0
Shiraz 2019,Chile,Central Valley,Antares,3.2,5.43,2019,1,0,0
Chianti Classico Bellezza Gran Selezione 2015,Italy,Chianti Classico,Castello di Gabbiano,4.0,31.57,2015,1,0,0
Son P Negre 2017,Spain,Mallorca,Es Fangar,3.8,15.99,2017,1,0,0
Negra 2009,Spain,Montsant,Terra Personas,3.7,14.57,2009,1,0,0
Maurizio Zanella Sebino 2016,Italy,Sebino,Ca' del Bosco,4.3,49.5,2016,1,0,0
Vision 2015,Austria,Burgenland,Reunion,4.2,44.99,2015,1,0,0
The Twenty-Eight Road Mourvèdre 2014,Australia,McLaren Vale,d'Arenberg,3.8,21.57,2014,1,0,0
Cabernet Sauvignon - Merlot 2017,Slovenia,Podravje,Puklavec Family Wines,3.3,8.95,2017,1,0,0
Pomerol 2008,France,Pomerol,Château La Conseillante,4.2,144.95,2008,1,0,0
Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Lassègue,4.1,49.95,2015,1,0,0
Quater Vitis Rosso 2014,Italy,Terre Siciliane,Firriato,4.0,13.89,2014,1,0,0
El Rincón 2013,Spain,Dominio de Valdepusa,Marqués de Griñon,3.7,16.9,2013,1,0,0
Finca La Escuela Malbec 2013,Argentina,Mendoza,Tinto Negro (TintoNegro),3.8,34.73,2013,1,0,0
Clos du Marquis Saint-Julien 2015,France,Saint-Julien,Château Léoville Las Cases,4.3,67.75,2015,1,0,0
Saint-Émilion Grand Cru 2014,France,Saint-Émilion Grand Cru,Château Barrail du Blanc,3.9,18.9,2014,1,0,0
Côtes du Rhône Le Caillou 2018,France,Côtes-du-Rhône,Clos du Caillou,3.8,10.9,2018,1,0,0
The Stump Jump Shiraz 2017,Australia,McLaren Vale,d'Arenberg,3.3,8.94,2017,1,0,0
Légende (R) Pauillac 2015,France,Pauillac,Barons de Rothschild (Lafite),4.0,34.64,2015,1,0,0
Blaufränkisch 2017,Austria,Burgenland,Moric,3.8,14.08,2017,1,0,0
Castillon - Côtes de Bordeaux 2016,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,4.0,28.95,2016,1,0,0
Novas Gran Reserva Carmenère - Cabernet Sauvignon 2017,Chile,Colchagua Valley,Emiliana,3.9,10.5,2017,1,0,0
Eléonore Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Lajarre,3.7,9.5,2016,1,0,0
Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,170.59,2015,1,0,0
Douro Tinto 2015,Portugal,Douro,Vale D. Maria,4.4,49.02,2015,1,0,0
Lamùri Nero d'Avola Regaleali 2016,Italy,Terre Siciliane,Tasca d'Almerita,3.9,10.85,2016,1,0,0
Coronas Crianza 2017,Spain,Catalunya,Torres,3.8,7.29,2017,1,0,0
Côtes du Rhône Le Bouquet Des Garrigues 2016,France,Côtes-du-Rhône,Clos du Caillou,3.9,15.9,2016,1,0,0
Pomerol 2015,France,Pomerol,Château Mazeyres,4.0,35.0,2015,1,0,0
Saint-Estèphe 2015,France,Saint-Estèphe,Château Meyney,3.9,43.87,2015,1,0,0
Liber Pater Cirò Rosso Classico Superiore 2014,Italy,Cirò,Ippolito 1845,3.5,8.2,2014,1,0,0
Vaucluse 2015,France,Vaucluse,Le Pigeoulet des Brunier,3.8,13.57,2015,1,0,0
Chianti Classico 2016,Italy,Chianti Classico,Castello dei Rampolla,3.9,28.92,2016,1,0,0
Vigna del Sorbo Gran Selezione Chianti Classico 2015,Italy,Chianti Classico,Fontodi,4.3,48.4,2015,1,0,0
Nero d'Avola 2018,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.7,6.45,2018,1,0,0
Bardolino 2018,Italy,Bardolino,Gorgo,3.6,7.31,2018,1,0,0
La Demoiselle de Sociando-Mallet Haut-Médoc 2014,France,Haut-Médoc,Château Sociando-Mallet,3.9,19.5,2014,1,0,0
Cabernet Sauvignon (Ou Kalant) 2016,South Africa,Coastal Region,MAN,3.5,7.19,2016,1,0,0
CASK 23 Cabernet Sauvignon 2016,United States,Napa Valley,Stag's Leap Wine Cellars,4.7,320.0,2016,1,0,0
Versante Negroamaro 2015,Italy,Salento,Vallone,3.4,6.2,2015,1,0,0
G.A.M. Shiraz 2010,Australia,McLaren Vale,Mitolo,4.2,43.69,2010,1,0,0
Châteauneuf-du-Pape Vieilles Vignes 2015,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.3,79.0,2015,1,0,0
Carmenère 2016,Chile,Maule Valley,Aromo,3.4,8.69,2016,1,0,0
Cabernet Sauvignon - Shiraz 2016,Australia,South Australia,Oxford Landing,3.3,8.2,2016,1,0,0
Vinsobres Les Cornuds 2017,France,Vinsobres,Famille Perrin,3.9,11.9,2017,1,0,0
Director's Cut Shiraz 2016,Australia,Langhorne Creek,Heartland,4.2,23.99,2016,1,0,0
Margaux (Grand Cru Classé) 2014,France,Margaux,Château Ferrière,3.8,38.94,2014,1,0,0
Valdepeñas Tempranillo Crianza 2016,Spain,Valdepeñas,Pata Negra,3.4,5.99,2016,1,0,0
Alberta Annemarie Merlot 2015,South Africa,Stellenbosch,Muratie,4.1,14.19,2015,1,0,0
Pessac-Léognan (Premier Grand Cru Classé) 2014,France,Pessac-Léognan,Château Haut-Brion,4.5,498.95,2014,1,0,0
Pessac-Léognan 2016,France,Pessac-Léognan,Château La Louvière,3.9,51.23,2016,1,0,0
The Pepper Pot 2017,South Africa,Stellenbosch,Edgebaston,3.8,9.5,2017,1,0,0
Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Tenuta CastelGiocondo,4.2,50.39,2011,1,0,0
Càtar Montsant 2017,Spain,Montsant,Pinord,3.3,6.45,2017,1,0,0
Castel del Monte Trentangeli Rosso 2016,Italy,Castel del Monte,Tormaresca,3.7,13.38,2016,1,0,0
Barbera d'Asti Le Orme 2017,Italy,Barbera d'Asti,Michele Chiarlo,3.6,11.6,2017,1,0,0
Gran Reserva Rioja 2010,Spain,Rioja,Lan,3.9,17.54,2010,1,0,0
Kadette Cape Blend 2017,South Africa,Stellenbosch,Kanonkop,3.8,9.5,2017,1,0,0
Toscana 2018,Italy,Toscana,Santa Cristina,3.7,7.29,2018,1,0,0
Vecchie Vigne Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Siro Pacenti,4.2,67.27,2011,1,0,0
Tinto 2012,Portugal,Alentejo,Sexy,3.5,33.14,2012,1,0,0
Côtes de Bordeaux 2015,France,Côtes de Bordeaux,Château Suau,3.7,13.93,2015,1,0,0
Cabernet Sauvignon 2015,South Africa,Stellenbosch,Alto Estate,4.0,16.9,2015,1,0,0
Crianza 2016,Spain,Navarra,Pagos de Aráiz,3.6,7.7,2016,1,0,0
Pure Malbec 2019,Argentina,Uco Valley,Trapiche,3.5,9.45,2019,1,0,0
Pinot Noir 2017,South Africa,Elgin,Paul Cluver,3.8,18.89,2017,1,0,0
Diamond Collection Pinot Noir (Silver Label) 2017,United States,Monterey County,Francis Ford Coppola,3.5,29.05,2017,1,0,0
Pécharmant 2016,France,Pécharmant,Château de Tiregand,3.8,17.5,2016,1,0,0
Haut-Médoc 2011,France,Haut-Médoc,Château Charmail,3.7,21.45,2011,1,0,0
Talò Primitivo di Manduria 2018,Italy,Primitivo di Manduria,San Marzano,4.1,8.4,2018,1,0,0
